ID,x,y,z,leftCentralRightRadiiAverage,centralRadiiAverageOf1Radii,centralRadiiAverageOf2Radii,centralRadiiAverageOf3Radii
0,604643.7712444367,5.789660038638306e6,0.0,20995.0,720.0,742.0,836.0
0,604655.2709750038,5.789672688269484e6,0.0,47279.0,Inf,31781.0,21856.0
0,604666.5168873824,5.789685065516525e6,0.0,Inf,Inf,48724.0,33821.0
0,604698.4450430415,5.789720234190221e6,0.0,Inf,11737.0,13067.0,12601.0
0,604775.3624991055,5.789806148170808e6,0.0,36738.0,Inf,Inf,36349.0
0,604788.8060516051,5.789821142556107e6,0.0,33114.0,3680.0,3575.0,3480.0
0,604852.4054450296,5.789894391602306e6,0.0,2507.0,867.0,971.0,1225.0
0,604877.3117524193,5.789928210974841e6,0.0,3289.0,2975.0,2218.0,2007.0
0,604894.9297085407,5.789952751947933e6,0.0,4065.0,6024.0,8732.0,6542.0
0,604909.0821833786,5.789972279192273e6,0.0,17087.0,3195.0,9353.0,6977.0
0,604917.6514177314,5.789984255350831e6,0.0,15260.0,42041.0,21665.0,16447.0
0,604935.4005294584,5.79000903292837e6,0.0,14337.0,544.0,2146.0,4465.0
0,604958.7912185569,5.790046959755207e6,0.0,459.0,426.0,551.0,644.0
0,604985.2880523322,5.790081380952937e6,0.0,634.0,406.0,460.0,558.0
0,605001.8590879813,5.790099535609049e6,0.0,862.0,1070.0,1155.0,1217.0
0,605014.0139344533,5.790113401750094e6,0.0,Inf,1109.0,5239.0,0.0
0,605034.3036282175,5.790135552117042e6,0.0,0.0,Inf,0.0,0.0
0,605117.7436717919,5.7902266174909985e6,0.0,0.0,0.0,0.0,0.0
